Date,Weekly_Sales,Temperature,Temp_Category
2010-02-12,16352.056031799728,18.14,Low
2010-02-12,16352.056031799728,29.81,Low
2010-02-12,16352.056031799728,47.87,Low
2010-02-12,16352.056031799728,28.14,Low
2010-02-12,16352.056031799728,37.77,Low
2010-02-12,16352.056031799728,37.77,Low
2010-02-12,16352.056031799728,28.09,Low
2010-02-12,16352.056031799728,55.47,Low
2010-02-12,16352.056031799728,36.13,Low
2010-02-12,16352.056031799728,29.81,Low
2010-02-12,16352.056031799728,46.11,Low
2010-02-12,16352.056031799728,46.11,Low
2010-02-12,16352.056031799728,47.87,Low
2010-02-12,16352.056031799728,44.58,Low
2010-02-12,16352.056031799728,20.84,Low
2010-02-12,16352.056031799728,23.04,Low
2010-02-12,16352.056031799728,49.96,Low
2010-02-12,16352.056031799728,47.99,Low
2010-02-12,16352.056031799728,33.16,Low
2010-02-12,16352.056031799728,27.73,Low
2010-02-19,16216.658978837755,39.93,Low
2010-02-19,16216.658978837755,39.69,Low
2010-02-19,16216.658978837755,47.07,Low
2010-02-19,16216.658978837755,36.45,Low
2010-02-19,16216.658978837755,41.14,Low
2010-02-19,16216.658978837755,43.58,Low
2010-02-19,16216.658978837755,27.28,Low
2010-02-19,16216.658978837755,39.1,Low
2010-02-19,16216.658978837755,43.06,Low
2010-02-19,16216.658978837755,58.22,Low
2010-02-19,16216.658978837755,48.3,Low
2010-02-19,16216.658978837755,54.83,Low
2010-02-19,16216.658978837755,35.7,Low
2010-02-19,16216.658978837755,31.27,Low
2010-02-19,16216.658978837755,27.54,Low
2010-02-19,16216.658978837755,21.13,Low
2010-02-19,16216.658978837755,25.06,Low
2010-02-19,16216.658978837755,30.91,Low
2010-02-19,16216.658978837755,28.57,Low
2010-02-19,16216.658978837755,25.43,Low
2010-02-19,16216.658978837755,39.75,Low
2010-02-19,16216.658978837755,31.96,Low
2010-02-19,16216.658978837755,26.7,Low
2010-02-19,16216.658978837755,31.05,Low
2010-02-19,16216.658978837755,24.16,Low
2010-02-19,16216.658978837755,22.62,Low
2010-02-19,16216.658978837755,32.44,Low
2010-02-19,16216.658978837755,54.83,Low
2010-02-19,16216.658978837755,31.96,Low
2010-02-19,16216.658978837755,39.75,Low
2010-02-19,16216.658978837755,39.75,Low
2010-02-19,16216.658978837755,29.16,Low
2010-02-19,16216.658978837755,62.16,Low
2010-02-19,16216.658978837755,38.36,Low
2010-02-19,16216.658978837755,32.44,Low
2010-02-19,16216.658978837755,45.66,Low
2010-02-19,16216.658978837755,45.66,Low
2010-02-19,16216.658978837755,54.83,Low
2010-02-19,16216.658978837755,43.96,Low
2010-02-19,16216.658978837755,27.84,Low
2010-02-19,16216.658978837755,24.13,Low
2010-02-19,16216.658978837755,58.22,Low
2010-02-19,16216.658978837755,48.77,Low
2010-02-19,16216.658978837755,35.7,Low
2010-02-19,16216.658978837755,31.27,Low
2010-02-26,14899.549688241274,46.63,Low
2010-02-26,14899.549688241274,46.1,Low
2010-02-26,14899.549688241274,52.05,Low
2010-02-26,14899.549688241274,41.36,Low
2010-02-26,14899.549688241274,46.7,Low
2010-02-26,14899.549688241274,47.1,Low
2010-02-26,14899.549688241274,24.91,Low
2010-02-26,14899.549688241274,37.91,Low
2010-02-26,14899.549688241274,43.83,Low
2010-02-26,14899.549688241274,52.77,Low
2010-02-26,14899.549688241274,52.79,Low
2010-02-26,14899.549688241274,50.23,Low
2010-02-26,14899.549688241274,29.98,Low
2010-02-26,14899.549688241274,34.89,Low
2010-02-26,14899.549688241274,29.87,Low
2010-02-26,14899.549688241274,18.12,Low
2010-02-26,14899.549688241274,15.64,Low
2010-02-26,14899.549688241274,35.42,Low
2010-02-26,14899.549688241274,30.33,Low
2010-02-26,14899.549688241274,32.32,Low
2010-02-26,14899.549688241274,45.31,Low
2010-02-26,14899.549688241274,35.98,Low
2010-02-26,14899.549688241274,32.68,Low
2010-02-26,14899.549688241274,33.98,Low
2010-02-26,14899.549688241274,29.16,Low
2010-02-26,14899.549688241274,27.32,Low
2010-02-26,14899.549688241274,36.0,Low
2010-02-26,14899.549688241274,50.23,Low
2010-02-26,14899.549688241274,35.98,Low
2010-02-26,14899.549688241274,45.31,Low
2010-02-26,14899.549688241274,45.31,Low
2010-02-26,14899.549688241274,26.64,Low
2010-02-26,14899.549688241274,56.5,Low
2010-02-26,14899.549688241274,37.28,Low
2010-02-26,14899.549688241274,36.0,Low
2010-02-26,14899.549688241274,50.87,Low
2010-02-26,14899.549688241274,50.87,Low
2010-02-26,14899.549688241274,50.23,Low
2010-02-26,14899.549688241274,49.79,Low
2010-02-26,14899.549688241274,33.32,Low
2010-02-26,14899.549688241274,21.84,Low
2010-02-26,14899.549688241274,52.77,Low
2010-02-26,14899.549688241274,48.77,Low
2010-02-26,14899.549688241274,29.98,Low
2010-02-26,14899.549688241274,34.89,Low
2010-03-05,15921.015726902175,46.5,Low
2010-03-05,15921.015726902175,47.17,Low
2010-03-05,15921.015726902175,53.04,Low
2010-03-05,15921.015726902175,43.49,Low
2010-03-05,15921.015726902175,48.89,Low
2010-03-05,15921.015726902175,49.63,Low
2010-03-05,15921.015726902175,35.86,Low
2010-03-05,15921.015726902175,45.64,Low
2010-03-05,15921.015726902175,48.43,Low
2010-03-05,15921.015726902175,55.92,Low
2010-03-05,15921.015726902175,53.96,Low
2010-03-05,15921.015726902175,53.77,Low
2010-03-05,15921.015726902175,40.65,Low
2010-03-05,15921.015726902175,37.13,Low
2010-03-05,15921.015726902175,31.79,Low
2010-03-05,15921.015726902175,27.92,Low
2010-03-05,15921.015726902175,31.58,Low
2010-03-05,15921.015726902175,37.17,Low
2010-03-05,15921.015726902175,32.92,Low
2010-03-05,15921.015726902175,31.75,Low
2010-03-05,15921.015726902175,48.61,Low
2010-03-05,15921.015726902175,36.82,Low
2010-03-05,15921.015726902175,33.15,Low
2010-03-05,15921.015726902175,36.73,Low
2010-03-05,15921.015726902175,29.45,Low
2010-03-05,15921.015726902175,28.6,Low
2010-03-05,15921.015726902175,38.07,Low
2010-03-05,15921.015726902175,53.77,Low
2010-03-05,15921.015726902175,36.82,Low
2010-03-05,15921.015726902175,48.61,Low
2010-03-05,15921.015726902175,48.61,Low
2010-03-05,15921.015726902175,37.72,Low
2010-03-05,15921.015726902175,59.17,Low
2010-03-05,15921.015726902175,42.65,Low
2010-03-05,15921.015726902175,38.07,Low
2010-03-05,15921.015726902175,51.33,Low
2010-03-05,15921.015726902175,51.33,Low
2010-03-05,15921.015726902175,53.77,Low
2010-03-05,15921.015726902175,50.93,Low
2010-03-05,15921.015726902175,34.78,Low
2010-03-05,15921.015726902175,32.49,Low
2010-03-05,15921.015726902175,55.92,Low
2010-03-05,15921.015726902175,52.89,Low
2010-03-05,15921.015726902175,40.65,Low
2010-03-05,15921.015726902175,37.13,Low
2010-03-12,15546.850545023697,57.79,Low
2010-03-12,15546.850545023697,57.56,Low
2010-03-12,15546.850545023697,63.08,High
2010-03-12,15546.850545023697,49.63,Low
2010-03-12,15546.850545023697,58.5,Low
2010-03-12,15546.850545023697,58.82,Low
2010-03-12,15546.850545023697,27.25,Low
2010-03-12,15546.850545023697,49.76,Low
2010-03-12,15546.850545023697,55.76,Low
2010-03-12,15546.850545023697,52.33,Low
2010-03-12,15546.850545023697,64.1,High
2010-03-12,15546.850545023697,50.11,Low
2010-03-12,15546.850545023697,37.62,Low
2010-03-12,15546.850545023697,45.8,Low
2010-03-12,15546.850545023697,41.39,Low
2010-03-12,15546.850545023697,28.64,Low
2010-03-12,15546.850545023697,29.71,Low
2010-03-12,15546.850545023697,42.39,Low
2010-03-12,15546.850545023697,39.06,Low
2010-03-12,15546.850545023697,43.82,Low
2010-03-12,15546.850545023697,57.1,Low
2010-03-12,15546.850545023697,43.43,Low
2010-03-12,15546.850545023697,36.07,Low
2010-03-12,15546.850545023697,42.31,Low
2010-03-12,15546.850545023697,40.05,Low
2010-03-12,15546.850545023697,31.1,Low
2010-03-12,15546.850545023697,45.98,Low
2010-03-12,15546.850545023697,50.11,Low
2010-03-12,15546.850545023697,43.43,Low
2010-03-12,15546.850545023697,57.1,Low
2010-03-12,15546.850545023697,57.1,Low
2010-03-12,15546.850545023697,39.88,Low
2010-03-12,15546.850545023697,55.61,Low
2010-03-12,15546.850545023697,42.26,Low
2010-03-12,15546.850545023697,45.98,Low
2010-03-12,15546.850545023697,61.96,Low
2010-03-12,15546.850545023697,61.96,Low
2010-03-12,15546.850545023697,50.11,Low
2010-03-12,15546.850545023697,61.88,Low
2010-03-12,15546.850545023697,35.1,Low
2010-03-12,15546.850545023697,33.4,Low
2010-03-12,15546.850545023697,52.33,Low
2010-03-12,15546.850545023697,53.67,Low
2010-03-12,15546.850545023697,37.62,Low
2010-03-12,15546.850545023697,45.8,Low
2010-03-19,15286.77357798165,54.58,Low
2010-03-19,15286.77357798165,54.52,Low
2010-03-19,15286.77357798165,60.42,Low
2010-03-19,15286.77357798165,55.19,Low
2010-03-19,15286.77357798165,55.46,Low
2010-03-19,15286.77357798165,56.55,Low
2010-03-19,15286.77357798165,29.04,Low
2010-03-19,15286.77357798165,47.26,Low
2010-03-19,15286.77357798165,53.15,Low
2010-03-19,15286.77357798165,61.46,Low
2010-03-19,15286.77357798165,61.51,Low
2010-03-19,15286.77357798165,59.57,Low
2010-03-19,15286.77357798165,42.49,Low
2010-03-19,15286.77357798165,48.79,Low
2010-03-19,15286.77357798165,44.69,Low
2010-03-19,15286.77357798165,33.45,Low
2010-03-19,15286.77357798165,33.96,Low
2010-03-19,15286.77357798165,45.42,Low
2010-03-19,15286.77357798165,43.74,Low
2010-03-19,15286.77357798165,47.32,Low
2010-03-19,15286.77357798165,54.68,Low
2010-03-19,15286.77357798165,46.03,Low
2010-03-19,15286.77357798165,43.01,Low
2010-03-19,15286.77357798165,46.09,Low
2010-03-19,15286.77357798165,45.0,Low
2010-03-19,15286.77357798165,35.34,Low
2010-03-19,15286.77357798165,49.04,Low
2010-03-19,15286.77357798165,59.57,Low
2010-03-19,15286.77357798165,46.03,Low
2010-03-19,15286.77357798165,54.68,Low
2010-03-19,15286.77357798165,54.68,Low
2010-03-19,15286.77357798165,42.43,Low
2010-03-19,15286.77357798165,64.6,High
2010-03-19,15286.77357798165,45.86,Low
2010-03-19,15286.77357798165,49.04,Low
2010-03-19,15286.77357798165,59.56,Low
2010-03-19,15286.77357798165,59.56,Low
2010-03-19,15286.77357798165,59.57,Low
2010-03-19,15286.77357798165,58.62,Low
2010-03-19,15286.77357798165,40.54,Low
2010-03-19,15286.77357798165,36.7,Low
2010-03-19,15286.77357798165,61.46,Low
2010-03-19,15286.77357798165,56.0,Low
2010-03-19,15286.77357798165,42.49,Low
2010-03-19,15286.77357798165,48.79,Low
2010-03-26,14975.894485917883,51.45,Low
2010-03-26,14975.894485917883,51.26,Low
2010-03-26,14975.894485917883,57.06,Low
2010-03-26,14975.894485917883,39.91,Low
2010-03-26,14975.894485917883,52.47,Low
2010-03-26,14975.894485917883,53.74,Low
2010-03-26,14975.894485917883,23.33,Low
2010-03-26,14975.894485917883,46.51,Low
2010-03-26,14975.894485917883,51.8,Low
2010-03-26,14975.894485917883,60.05,Low
2010-03-26,14975.894485917883,58.09,Low
2010-03-26,14975.894485917883,60.06,Low
2010-03-26,14975.894485917883,41.48,Low
2010-03-26,14975.894485917883,54.36,Low
2010-03-26,14975.894485917883,39.53,Low
2010-03-26,14975.894485917883,29.88,Low
2010-03-26,14975.894485917883,35.59,Low
2010-03-26,14975.894485917883,47.55,Low
2010-03-26,14975.894485917883,39.07,Low
2010-03-26,14975.894485917883,50.49,Low
2010-03-26,14975.894485917883,51.66,Low
2010-03-26,14975.894485917883,48.56,Low
2010-03-26,14975.894485917883,38.59,Low
2010-03-26,14975.894485917883,48.87,Low
2010-03-26,14975.894485917883,45.84,Low
2010-03-26,14975.894485917883,35.26,Low
2010-03-26,14975.894485917883,52.34,Low
2010-03-26,14975.894485917883,60.06,Low
2010-03-26,14975.894485917883,48.56,Low
2010-03-26,14975.894485917883,51.66,Low
2010-03-26,14975.894485917883,51.66,Low
2010-03-26,14975.894485917883,36.59,Low
2010-03-26,14975.894485917883,64.09,High
2010-03-26,14975.894485917883,42.91,Low
2010-03-26,14975.894485917883,52.34,Low
2010-03-26,14975.894485917883,55.76,Low
2010-03-26,14975.894485917883,55.76,Low
2010-03-26,14975.894485917883,60.06,Low
2010-03-26,14975.894485917883,54.83,Low
2010-03-26,14975.894485917883,39.51,Low
2010-03-26,14975.894485917883,32.3,Low
2010-03-26,14975.894485917883,60.05,Low
2010-03-26,14975.894485917883,54.53,Low
2010-03-26,14975.894485917883,41.48,Low
2010-03-26,14975.894485917883,54.36,Low
2010-04-02,17098.620298406237,62.27,Low
2010-04-02,17098.620298406237,63.27,High
2010-04-02,17098.620298406237,65.56,High
2010-04-02,17098.620298406237,48.77,Low
2010-04-02,17098.620298406237,63.18,High
2010-04-02,17098.620298406237,64.94,High
2010-04-02,17098.620298406237,38.26,Low
2010-04-02,17098.620298406237,60.18,Low
2010-04-02,17098.620298406237,65.21,High
2010-04-02,17098.620298406237,63.66,High
2010-04-02,17098.620298406237,66.16,High
2010-04-02,17098.620298406237,59.84,Low
2010-04-02,17098.620298406237,42.15,Low
2010-04-02,17098.620298406237,47.74,Low
2010-04-02,17098.620298406237,45.27,Low
2010-04-02,17098.620298406237,36.19,Low
2010-04-02,17098.620298406237,36.94,Low
2010-04-02,17098.620298406237,45.63,Low
2010-04-02,17098.620298406237,45.26,Low
2010-04-02,17098.620298406237,51.0,Low
2010-04-02,17098.620298406237,64.12,High
2010-04-02,17098.620298406237,44.96,Low
2010-04-02,17098.620298406237,40.5,Low
2010-04-02,17098.620298406237,45.22,Low
2010-04-02,17098.620298406237,47.2,Low
2010-04-02,17098.620298406237,36.53,Low
2010-04-02,17098.620298406237,46.9,Low
2010-04-02,17098.620298406237,59.84,Low
2010-04-02,17098.620298406237,44.96,Low
2010-04-02,17098.620298406237,64.12,High
2010-04-02,17098.620298406237,64.12,High
2010-04-02,17098.620298406237,48.28,Low
2010-04-02,17098.620298406237,66.79,High
2010-04-02,17098.620298406237,50.07,Low
2010-04-02,17098.620298406237,46.9,Low
2010-04-02,17098.620298406237,63.43,High
2010-04-02,17098.620298406237,63.43,High
2010-04-02,17098.620298406237,59.84,Low
2010-04-02,17098.620298406237,63.31,High
2010-04-02,17098.620298406237,41.39,Low
2010-04-02,17098.620298406237,41.31,Low
2010-04-02,17098.620298406237,63.66,High
2010-04-02,17098.620298406237,62.19,Low
2010-04-02,17098.620298406237,42.15,Low
2010-04-02,17098.620298406237,47.74,Low
2010-04-09,16050.589779735683,65.86,High
2010-04-09,16050.589779735683,65.41,High
2010-04-09,16050.589779735683,68.0,High
2010-04-09,16050.589779735683,54.16,Low
2010-04-09,16050.589779735683,65.19,High
2010-04-09,16050.589779735683,66.15,High
2010-04-09,16050.589779735683,33.79,Low
2010-04-09,16050.589779735683,59.25,Low
2010-04-09,16050.589779735683,64.95,High
2010-04-09,16050.589779735683,65.29,High
2010-04-09,16050.589779735683,69.57,High
2010-04-09,16050.589779735683,59.25,Low
2010-04-09,16050.589779735683,38.97,Low
2010-04-09,16050.589779735683,65.45,High
2010-04-09,16050.589779735683,57.77,Low
2010-04-09,16050.589779735683,34.21,Low
2010-04-09,16050.589779735683,34.05,Low
2010-04-09,16050.589779735683,59.91,Low
2010-04-09,16050.589779735683,55.66,Low
2010-04-09,16050.589779735683,65.1,High
2010-04-09,16050.589779735683,65.74,High
2010-04-09,16050.589779735683,57.06,Low
2010-04-09,16050.589779735683,56.82,Low
2010-04-09,16050.589779735683,62.06,Low
2010-04-09,16050.589779735683,61.36,Low
2010-04-09,16050.589779735683,50.13,Low
2010-04-09,16050.589779735683,62.62,Low
2010-04-09,16050.589779735683,59.25,Low
2010-04-09,16050.589779735683,57.06,Low
2010-04-09,16050.589779735683,65.74,High
2010-04-09,16050.589779735683,65.74,High
2010-04-09,16050.589779735683,44.88,Low
2010-04-09,16050.589779735683,68.43,High
2010-04-09,16050.589779735683,51.26,Low
2010-04-09,16050.589779735683,62.62,Low
2010-04-09,16050.589779735683,68.54,High
2010-04-09,16050.589779735683,68.54,High
2010-04-09,16050.589779735683,59.25,Low
2010-04-09,16050.589779735683,68.15,High
2010-04-09,16050.589779735683,54.31,Low
2010-04-09,16050.589779735683,37.3,Low
2010-04-09,16050.589779735683,65.29,High
2010-04-09,16050.589779735683,64.37,High
2010-04-09,16050.589779735683,38.97,Low
2010-04-09,16050.589779735683,65.45,High
2010-04-16,15347.71300271739,66.32,High
2010-04-16,15347.71300271739,68.07,High
2010-04-16,15347.71300271739,66.98,High
2010-04-16,15347.71300271739,56.23,Low
2010-04-16,15347.71300271739,65.3,High
2010-04-16,15347.71300271739,65.68,High
2010-04-16,15347.71300271739,41.89,Low
2010-04-16,15347.71300271739,62.66,Low
2010-04-16,15347.71300271739,66.09,High
2010-04-16,15347.71300271739,69.74,High
2010-04-16,15347.71300271739,67.81,High
2010-04-16,15347.71300271739,64.95,High
2010-04-16,15347.71300271739,50.39,Low
2010-04-16,15347.71300271739,54.28,Low
2010-04-16,15347.71300271739,49.63,Low
2010-04-16,15347.71300271739,45.69,Low
2010-04-16,15347.71300271739,45.22,Low
2010-04-16,15347.71300271739,50.26,Low
2010-04-16,15347.71300271739,49.67,Low
2010-04-16,15347.71300271739,55.43,Low
2010-04-16,15347.71300271739,67.87,High
2010-04-16,15347.71300271739,51.14,Low
2010-04-16,15347.71300271739,44.25,Low
2010-04-16,15347.71300271739,51.08,Low
2010-04-16,15347.71300271739,52.16,Low
2010-04-16,15347.71300271739,36.6,Low
2010-04-16,15347.71300271739,54.95,Low
2010-04-16,15347.71300271739,64.95,High
2010-04-16,15347.71300271739,51.14,Low
2010-04-16,15347.71300271739,67.87,High
2010-04-16,15347.71300271739,67.87,High
2010-04-16,15347.71300271739,53.49,Low
2010-04-16,15347.71300271739,72.44,High
2010-04-16,15347.71300271739,59.18,Low
2010-04-16,15347.71300271739,54.95,Low
2010-04-16,15347.71300271739,66.74,High
2010-04-16,15347.71300271739,66.74,High
2010-04-16,15347.71300271739,64.95,High
2010-04-16,15347.71300271739,66.33,High
2010-04-16,15347.71300271739,43.3,Low
2010-04-16,15347.71300271739,46.79,Low
2010-04-16,15347.71300271739,69.74,High
2010-04-16,15347.71300271739,69.46,High
2010-04-16,15347.71300271739,50.39,Low
2010-04-16,15347.71300271739,54.28,Low
2010-04-23,15252.114749403341,64.84,High
2010-04-23,15252.114749403341,65.11,High
2010-04-23,15252.114749403341,67.87,High
2010-04-23,15252.114749403341,56.87,Low
2010-04-23,15252.114749403341,65.13,High
2010-04-23,15252.114749403341,64.11,High
2010-04-23,15252.114749403341,43.07,Low
2010-04-23,15252.114749403341,56.1,Low
2010-04-23,15252.114749403341,61.26,Low
2010-04-23,15252.114749403341,66.42,High
2010-04-23,15252.114749403341,68.37,High
2010-04-23,15252.114749403341,64.55,High
2010-04-23,15252.114749403341,55.66,Low
2010-04-23,15252.114749403341,53.47,Low
2010-04-23,15252.114749403341,46.54,Low
2010-04-23,15252.114749403341,44.9,Low
2010-04-23,15252.114749403341,52.25,Low
2010-04-23,15252.114749403341,50.3,Low
2010-04-23,15252.114749403341,46.87,Low
2010-04-23,15252.114749403341,50.65,Low
2010-04-23,15252.114749403341,64.21,High
2010-04-23,15252.114749403341,51.04,Low
2010-04-23,15252.114749403341,46.4,Low
2010-04-23,15252.114749403341,51.07,Low
2010-04-23,15252.114749403341,46.12,Low
2010-04-23,15252.114749403341,39.68,Low
2010-04-23,15252.114749403341,53.91,Low
2010-04-23,15252.114749403341,64.55,High
2010-04-23,15252.114749403341,51.04,Low
2010-04-23,15252.114749403341,64.21,High
2010-04-23,15252.114749403341,64.21,High
2010-04-23,15252.114749403341,50.06,Low
2010-04-23,15252.114749403341,71.59,High
2010-04-23,15252.114749403341,55.04,Low
2010-04-23,15252.114749403341,53.91,Low
2010-04-23,15252.114749403341,68.03,High
2010-04-23,15252.114749403341,68.03,High
2010-04-23,15252.114749403341,64.55,High
2010-04-23,15252.114749403341,67.64,High
2010-04-23,15252.114749403341,45.85,Low
2010-04-23,15252.114749403341,45.29,Low
2010-04-23,15252.114749403341,66.42,High
2010-04-23,15252.114749403341,62.71,High
2010-04-23,15252.114749403341,55.66,Low
2010-04-23,15252.114749403341,53.47,Low
2010-04-30,14967.509147260274,67.41,High
2010-04-30,14967.509147260274,66.98,High
2010-04-30,14967.509147260274,70.24,High
2010-04-30,14967.509147260274,53.04,Low
2010-04-30,14967.509147260274,67.53,High
2010-04-30,14967.509147260274,68.91,High
2010-04-30,14967.509147260274,38.99,Low
2010-04-30,14967.509147260274,61.01,Low
2010-04-30,14967.509147260274,66.07,High
2010-04-30,14967.509147260274,69.76,High
2010-04-30,14967.509147260274,71.13,High
2010-04-30,14967.509147260274,67.38,High
2010-04-30,14967.509147260274,48.33,Low
2010-04-30,14967.509147260274,53.15,Low
2010-04-30,14967.509147260274,49.09,Low
2010-04-30,14967.509147260274,37.75,Low
2010-04-30,14967.509147260274,43.82,Low
2010-04-30,14967.509147260274,51.12,Low
2010-04-30,14967.509147260274,49.89,Low
2010-04-30,14967.509147260274,54.75,Low
2010-04-30,14967.509147260274,66.93,High
2010-04-30,14967.509147260274,50.96,Low
2010-04-30,14967.509147260274,45.47,Low
2010-04-30,14967.509147260274,51.48,Low
2010-04-30,14967.509147260274,50.97,Low
2010-04-30,14967.509147260274,40.56,Low
2010-04-30,14967.509147260274,53.55,Low
2010-04-30,14967.509147260274,67.38,High
2010-04-30,14967.509147260274,50.96,Low
2010-04-30,14967.509147260274,66.93,High
2010-04-30,14967.509147260274,66.93,High
2010-04-30,14967.509147260274,47.51,Low
2010-04-30,14967.509147260274,73.29,High
2010-04-30,14967.509147260274,56.58,Low
2010-04-30,14967.509147260274,53.55,Low
2010-04-30,14967.509147260274,70.9,High
2010-04-30,14967.509147260274,70.9,High
2010-04-30,14967.509147260274,67.38,High
2010-04-30,14967.509147260274,70.03,High
2010-04-30,14967.509147260274,46.5,Low
2010-04-30,14967.509147260274,40.2,Low
2010-04-30,14967.509147260274,69.76,High
2010-04-30,14967.509147260274,66.91,High
2010-04-30,14967.509147260274,48.33,Low
2010-04-30,14967.509147260274,53.15,Low
2010-05-07,16542.716070941337,72.55,High
2010-05-07,16542.716070941337,71.28,High
2010-05-07,16542.716070941337,73.47,High
2010-05-07,16542.716070941337,56.77,Low
2010-05-07,16542.716070941337,71.53,High
2010-05-07,16542.716070941337,73.68,High
2010-05-07,16542.716070941337,40.07,Low
2010-05-07,16542.716070941337,62.68,High
2010-05-07,16542.716070941337,68.58,High
2010-05-07,16542.716070941337,71.06,High
2010-05-07,16542.716070941337,75.57,High
2010-05-07,16542.716070941337,70.15,High
2010-05-07,16542.716070941337,44.42,Low
2010-05-07,16542.716070941337,70.75,High
2010-05-07,16542.716070941337,63.16,High
2010-05-07,16542.716070941337,37.43,Low
2010-05-07,16542.716070941337,40.26,Low
2010-05-07,16542.716070941337,65.64,High
2010-05-07,16542.716070941337,62.54,Low
2010-05-07,16542.716070941337,66.74,High
2010-05-07,16542.716070941337,70.87,High
2010-05-07,16542.716070941337,63.81,High
2010-05-07,16542.716070941337,61.04,Low
2010-05-07,16542.716070941337,66.65,High
2010-05-07,16542.716070941337,63.67,High
2010-05-07,16542.716070941337,54.72,Low
2010-05-07,16542.716070941337,69.02,High
2010-05-07,16542.716070941337,70.15,High
2010-05-07,16542.716070941337,63.81,High
2010-05-07,16542.716070941337,70.87,High
2010-05-07,16542.716070941337,70.87,High
2010-05-07,16542.716070941337,48.94,Low
2010-05-07,16542.716070941337,75.4,High
2010-05-07,16542.716070941337,57.39,Low
2010-05-07,16542.716070941337,69.02,High
2010-05-07,16542.716070941337,75.56,High
2010-05-07,16542.716070941337,75.56,High
2010-05-07,16542.716070941337,70.15,High
2010-05-07,16542.716070941337,74.86,High
2010-05-07,16542.716070941337,60.05,Low
2010-05-07,16542.716070941337,41.5,Low
2010-05-07,16542.716070941337,71.06,High
2010-05-07,16542.716070941337,67.16,High
2010-05-07,16542.716070941337,44.42,Low
2010-05-07,16542.716070941337,70.75,High
2010-05-14,15513.37446954141,74.78,High
2010-05-14,15513.37446954141,73.31,High
2010-05-14,15513.37446954141,77.18,High
2010-05-14,15513.37446954141,62.35,Low
2010-05-14,15513.37446954141,74.79,High
2010-05-14,15513.37446954141,74.95,High
2010-05-14,15513.37446954141,41.41,Low
2010-05-14,15513.37446954141,61.35,Low
2010-05-14,15513.37446954141,70.53,High
2010-05-14,15513.37446954141,73.88,High
